track,date,race,program,horse,model_win_pct,fair_odds,play_at,edge_pts,fair_vs_board_pts,surface,distance,reason
DMR,2026-07-25,1,7,KINZLEE'SCHARISMA,24,3/1,7/2,7.8,7.8,dirt,6 1/2 furlongs,Ranks #1 in our power figure blend; model 24% vs 16% morning-line implied (+7.7 pts)
DMR,2026-07-25,7,10,VENTRY STRAND,32,2/1,5/2,14.6,14.6,turf,1 mile,Ranks #1 in our power figure blend; model 32% vs 18% morning-line implied (+14.6 pts)
DMR,2026-07-25,9,3,CAN'T SLEEP,21,4/1,9/2,11.9,11.9,turf,5 furlongs,Ranks #1 in our power figure blend; model 21% vs 9% morning-line implied (+11.9 pts)
DMR,2026-07-25,10,6,CORNUCOPIAN,26,3/1,3/1,6.2,6.2,dirt,6 furlongs,Ranks #1 in our power figure blend; model 26% vs 20% morning-line implied (+6.2 pts)
