track,date,race,program,horse,model_win_pct,fair_odds,play_at,edge_pts,surface,distance,reason,scratch_state,scratch_confirmed
SAR,2026-08-06,4,2,PLAY GOOD PAY GOOD,13,7/1,15/2,5.7,dirt,6 furlongs,Ranks #2 in our power figure blend; model 13% vs 7% morning-line implied (+5.7 pts),CHECKED_WITH_CHANGES,true
SAR,2026-08-06,4,3,CITY BLOCKS,18,9/2,5/1,5.2,dirt,6 furlongs,Ranks #1 in our power figure blend; model 18% vs 13% morning-line implied (+5.2 pts),CHECKED_WITH_CHANGES,true
SAR,2026-08-06,7,6,RISK TOLERANCE,48,1/1,6/5,9.3,turf,1 mile,Ranks #1 in our power figure blend; model 48% vs 39% morning-line implied (+9.3 pts),CHECKED_WITH_CHANGES,true
SAR,2026-08-06,8,9,A BOURBON FOR TOBY,24,3/1,7/2,6.2,turf,1 1/8 miles,Ranks #1 in our power figure blend; model 24% vs 17% morning-line implied (+6.2 pts),CHECKED_WITH_CHANGES,true
