track,date,race,program,horse,model_win_pct,fair_odds,play_at,edge_pts,surface,distance,reason,scratch_state,scratch_confirmed
DMR,2026-08-29,3,1,HIMARI,34,2/1,2/1,5.7,dirt,1 mile,Ranks #1 in our power figure blend; model 34% vs 28% morning-line implied (+5.7 pts),NOT_YET_CHECKED,false
DMR,2026-08-29,10,2,TEST SCORE,37,9/5,2/1,17.2,turf,1 3/8 miles,Ranks #1 in our power figure blend; model 37% vs 19% morning-line implied (+17.2 pts),NOT_YET_CHECKED,false
