track,date,race,program,horse,model_win_pct,fair_odds,play_at,edge_pts,surface,distance,reason,scratch_state,scratch_confirmed
DMR,2026-08-23,5,11,MAGGLES MCGEE,33,2/1,5/2,15.2,turf,5 furlongs,Ranks #1 in our power figure blend; model 33% vs 17% morning-line implied (+15.2 pts),STALE,true
DMR,2026-08-23,9,9,SYNTAX,21,7/2,4/1,5.7,turf,1 mile,Ranks #1 in our power figure blend; model 21% vs 16% morning-line implied (+5.7 pts),STALE,true
