track,date,race,program,horse,model_win_pct,fair_odds,play_at,edge_pts,surface,distance,reason,scratch_state,scratch_confirmed
DMR,2026-09-04,1,4,YOURS SINCERELY,42,7/5,8/5,10.7,turf,5 furlongs,Ranks #1 in our power figure blend; model 42% vs 31% morning-line implied (+10.7 pts),NOT_YET_CHECKED,false
DMR,2026-09-04,4,4,LONG MAYSHE REIGN,20,4/1,9/2,7.0,turf,5 furlongs,Ranks #1 in our power figure blend; model 20% vs 13% morning-line implied (+7.0 pts),NOT_YET_CHECKED,false
