track,date,race,program,horse,model_win_pct,fair_odds,play_at,edge_pts,surface,distance,reason,scratch_state,scratch_confirmed
SAR,2026-08-27,2,3,WINGFOOT,26,3/1,7/2,8.3,dirt,6 furlongs,Ranks #2 in our power figure blend; model 26% vs 17% morning-line implied (+8.4 pts),CHECKED_WITH_CHANGES,true
SAR,2026-08-27,3,5,YINZER,34,2/1,5/2,5.8,turf,1 mile,Ranks #2 in our power figure blend; projects as the lone early speed; model 34% vs 28% morning-line implied (+5.8 pts),CHECKED_WITH_CHANGES,true
SAR,2026-08-27,4,5,FIRST CALL BOB,19,4/1,9/2,10.7,dirt,1 1/8 miles,Ranks #2 in our power figure blend; model 19% vs 9% morning-line implied (+10.7 pts),CHECKED_WITH_CHANGES,true
SAR,2026-08-27,8,6,TITAN READY,52,1/1,6/5,21.6,turf,5 1/2 furlongs,Ranks #1 in our power figure blend; model 52% vs 30% morning-line implied (+21.5 pts),CHECKED_WITH_CHANGES,true
